ID,UserID,Status,HotelRoomID,CarID,TrainSeatID,HotelStartDate,HotelEndDate,CarStartDate,CarEndDate,HotelReservationID,CarReservationID,TrainReservationID,HotelReservationStatus,CarReservationStatus,TrainReservationStatus,HotelReservationFailureReason,CarReservationFailureReason,TrainReservationFailureReason,CarDoneAt,TrainDoneAt,HotelDoneAt,DoneAt,CreatedAt,UpdatedAt
01JYVXD6SH2Z608ZDJM7RG70E2,17,BOOKED,marriott-jakarta-117,toyota-avanza-017,argo-bromo-anggrek-17,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDG3T7DTD6F86KE8T8B9S,01JYVXDG9DHD5X3MSNM473HKD6,01JYVXDG7TTQY5XGJP7TSV23DE,BOOKED,BOOKED,BOOKED,,,,1751136003740,1751136003592,1751136003195,1751136003740,1751135984433,1751136003767
01JYVXD6SH2Z608ZDJM7W8RXHG,35,BOOKED,marriott-jakarta-215,toyota-avanza-035,argo-bromo-anggrek-35,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDF1823WAPRVR5TEBXMH4,01JYVXDFC39ASH674N0QBFVCZD,01JYVXDFHVEPTGCJSASPYRB0C7,BOOKED,BOOKED,BOOKED,,,,1751136001171,1751136001708,1751135999254,1751136001708,1751135984433,1751136001736
01JYVXD6SJNS34XRZN5875XXA8,21,BOOKED,marriott-jakarta-201,toyota-avanza-021,argo-bromo-anggrek-21,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDGDZ5XZHKP8330EGS6JG,01JYVXDGGK931948MT4Z56K09B,01JYVXDGMP1PK1KXCE45AC9PVX,BOOKED,BOOKED,BOOKED,,,,1751136004369,1751136004753,1751136004135,1751136004753,1751135984434,1751136004783
01JYVXD6SJNS34XRZN5B8SKAED,1,BOOKED,marriott-jakarta-101,toyota-avanza-001,argo-bromo-anggrek-1,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDGNY4M2A80TY9DBYJ0VS,01JYVXDFZHFK41YRFR65G17YD6,01JYVXDGYFRGMA8DAC49W8Z0R3,BOOKED,BOOKED,BOOKED,,,,1751136002803,1751136005676,1751136004836,1751136005676,1751135984434,1751136005703
01JYVXD6SJNS34XRZN5EEBF72A,42,BOOKED,marriott-jakarta-302,toyota-avanza-042,argo-bromo-anggrek-42,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDG8XK3DDRZ3RVRXF215C,01JYVXDG4NJYRCW1WH67Y9BN7K,01JYVXDG5JCVWZFP7RYKPXGCSF,BOOKED,BOOKED,BOOKED,,,,1751136003283,1751136003361,1751136003664,1751136003664,1751135984434,1751136003690
01JYVXD6SPC6D24T6AJFW7T6VE,44,BOOKED,marriott-jakarta-304,toyota-avanza-044,argo-bromo-anggrek-44,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDFSR26A8GYERHD19P40P,01JYVXDFEM1A181ZKPVFG5CXCR,01JYVXDFP60H7YC6P9DNNK6TWM,BOOKED,BOOKED,BOOKED,,,,1751136001403,1751136001941,1751136002252,1751136002252,1751135984438,1751136002279
01JYVXD6SQGH9X6ESC7RFZ7YCK,51,BOOKED,marriott-jakarta-311,toyota-avanza-051,argo-bromo-anggrek-51,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDF8QSR0C4A9TEB4BMHWR,01JYVXDF4V1M0F8NH96J9X5MD0,01JYVXDFA2KZNMBDW90Z3SJBBD,BOOKED,BOOKED,BOOKED,,,,1751136000461,1751136001017,1751136000861,1751136001017,1751135984439,1751136001045
01JYVXD6SR12KRCAP77W3FKC45,47,BOOKED,marriott-jakarta-307,toyota-avanza-047,argo-bromo-anggrek-47,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDGGSYMYWY8Y4DY85NTP2,01JYVXDGK5WHYQXY0H64HYCG6F,01JYVXDGSQX8WA362V4GS2B3CQ,BOOKED,BOOKED,BOOKED,,,,1751136004678,1751136005217,1751136004446,1751136005217,1751135984440,1751136005242
01JYVXD6W557MEPHJ8YCJ6CZ2G,62,BOOKED,marriott-jakarta-402,toyota-avanza-062,argo-bromo-anggrek-62,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDG6EC19VB7P1ECCBNDRS,01JYVXDGE2Z2QY0RTZM4JZ8BJA,01JYVXDGQBKFAF1QW3FBV6AQQD,BOOKED,BOOKED,BOOKED,,,,1751136004213,1751136004987,1751136003440,1751136004987,1751135984517,1751136005010
01JYVXD79FDYE12J1PW0S9JF6A,34,BOOKED,marriott-jakarta-214,toyota-avanza-034,argo-bromo-anggrek-34,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDFQ138XEVDWH880BD9SH,01JYVXDFR3WCCPQPCK4ZZA8ZC7,01JYVXDFVDBS50MR4MKVNVW48E,BOOKED,BOOKED,BOOKED,,,,1751136002092,1751136002407,1751136002016,1751136002407,1751135984943,1751136002438
01JYVXD8JSTT3MTS4A2C39WCRA,70,BOOKED,marriott-jakarta-410,toyota-avanza-070,argo-bromo-anggrek-70,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDH2EWAHG1KG3HPH1SA12,01JYVXDH2ZEEKGNCZ80Z43YDH6,01JYVXDJ07SSNHS8H9WFA3GPVS,BOOKED,BOOKED,BOOKED,,,,1751136006068,1751136008905,1751136005986,1751136008905,1751135986265,1751136008930
01JYVXD8JSTT3MTS4A2DW1165V,58,BOOKED,marriott-jakarta-318,toyota-avanza-058,argo-bromo-anggrek-58,2025-06-28,2025-06-28,2025-06-28,2025-06-28,01JYVXDH6Y5ZB1QSJ7WFE6VKXT,01JYVXDHZE11QSEC07BRPRDZYS,01JYVXDHXWDKRCV2WWGT0AYEEH,BOOKED,BOOKED,BOOKED,,,,1751136008827,1751136008672,1751136006444,1751136008827,1751135986265,1751136008853
